"Lnc/ CircRNA name","Cancer name","Methods","Expression pattern","Mechanism","Function","Clinical","Pubmed ID","Details","Box Plot","Stage Plot","Survival","Similar","Network"
"MIR22HG","cervical cancer","qRT-PCR","down-regulated","","","","32099468","details","","","","",""
"MIR503HG","cervical squamous cell carcinoma","qPCR, Western blot etc","down-regulated","","","","32184661","details","","","","",""
"MNX1-AS1","cervical cancer","qPCR, Western blot, other","up-regulated","","","","30302806","details","","","","",""
"NCK1-AS1","cervical cancer","qPCR, Western blot, Luciferase reporter assay, RNAi, RIP, other","up-regulated","","","","30221354","details","","","","",""
"NCK1-AS1","cervical cancer","qPCR, Western blot, Luciferase reporter assay, other","up-regulated","","","","31410182","details","","","","",""
"NCK1-AS1","cervical cancer","Microarray, qRT-PCR, Western blot, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","29416014","details","","","","",""
"ncRNA-CCND1","cervical cancer","qPCR etc.","up-regulated","","","","22487937","details","","","","",""
"NEAT1","cervical cancer","qRT-PCR, Western blot","up-regulated","","","","32151082","details","","","","",""
"NEAT1","cervical cancer","qPCR, Western blot, Luciferase reporter assay etc.","up-regulated","","","","32368085","details","","","","",""
"NEAT1","cervical Cancer","qPCR, Western blot","up-regulated","","","","30127216","details","","","","",""
"NEAT1","cervical cancer","qPCR, Western blot, Luciferase reporter assay","up-regulated","","","","30096244","details","","","","",""
"NEAT1","cervical cancer","qPCR, Western blot","up-regulated","","","","30024596","details","","","","",""
"NEAT1","cervical cancer","qPCR, Luciferase reporter assay, Western blot, RIP","up-regulated","","","","29416780","details","","","","",""
"NEAT1","cervical cancer","qPCR, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","29207151","details","","","","",""
"NKILA","cervical squamous cell carcinoma","RT-qPCR","down-regulated","","","","31950510","details","","","","",""
"NNT-AS1","cervical cancer","qPCR etc.","up-regulated","","","","28628975","details","","","","",""
"NOC2L-4.1","cervical cancer","qRT-PCR, Western blotting, in vitro knockdown etc.","up-regulated","","","","31099044","details","","","","",""
"NORAD","cervical cancer","qPCR, RIP, Dual Luciferase Reporter Assay, Western blot","up-regulated","","","","30119219","details","","","","",""
"NR2F1-AS1","cervical squamous cell carcinoma","qRT-PCR, Western blot","down-regulated","","","","31994002","details","","","","",""
"NR_003679.1","cervical cancer","Microarray, qPCR etc.","up-regulated","","","","26054679","details","","","","",""
"NR_024008.1","cervical cancer","Microarray, qPCR etc.","up-regulated","","","","26054679","details","","","","",""
"NR_034077.1","cervical cancer","Microarray, qPCR etc.","up-regulated","","","","26054679","details","","","","",""
"NR_037645.1","cervical cancer","Microarray, qPCR etc.","up-regulated","","","","26054679","details","","","","",""
"NR_037793.1","cervical cancer","Microarray, qPCR etc.","up-regulated","","","","26054679","details","","","","",""
"NR_038940.1","cervical cancer","Microarray, qPCR etc.","up-regulated","","","","26054679","details","","","","",""
"NR_047677.1","cervical cancer","Microarray, qPCR etc.","up-regulated","","","","26054679","details","","","","",""
"OGFRP1","cervical cancer","qPCR, Western blot, in vitro knockdown, etc.","up-regulated","","","","31512281","details","","","","",""
"OIP5-AS1","cervical cancer","western blot, RT-qPCR, Luciferase reporter assay, RIP","up-regulated","","","","31939597","details","","","","",""
"OIP5-AS1","cervical cancer","qPCR, Luciferase reporter assay, Western blot, RIP","up-regulated","","","","30188591","details","","","","",""
"OIP5-AS1","cervical cancer","qPCR, Western blot, Luciferase reporter assay, RNAi, other","up-regulated","","","","30341904","details","","","","",""
"OIP5-AS1","cervical cancer","qPCR, RIP etc.","differential expression","","","","26819413","details","","","","",""
"PANDAR","cervical cancer","qPCR etc.","up-regulated","","","","29131264","details","","","","",""
"PARROT","cervical cancer","qPCR, RNAi, Western blot, Luciferase reporter assay etc.","up-regulated","","","","27129154","details","","","","",""
"PCAT1","cervical cancer","qPCR, in vitro knockdown etc.","down-regulated","","","","29687842","details","","","","",""
"PCAT6","cervical cancer","qRT-PCR, Western blot, RIP","up-regulated","","","","32103984","details","","","","",""
"PCAT6","cervical cancer","qPCR","up-regulated","","","","30915737","details","","","","",""
"PCGEM1","cervical cancer","Western blot analysis, qRT-PCR, RIP, Luciferase reporter assays","up-regulated","","","","31832017","details","","","","",""
"PTCSC3","cervical cancer","qRT-PCR","down-regulated","","","","31814920","details","","","","",""
"PTCSC3","cervical cancer","qRT-PCR , Luciferase reporter assay , Western blot etc.","down-regulated","","","","31587336","details","","","","",""
"PVT1","cervical cancer","qRT-PCR, Western-blot assays","up-regulated","","","","31943014","details","","","","",""
"PVT1","cervical cancer","qPCR","up-regulated","","","","30134241","details","","","","",""
"PVT1","cervical cancer","qPCR, Western blot, Luciferase reporter assay","up-regulated","","","","31322217","details","","","","",""
"PVT1","cervical squamous cell carcinoma","qPCR, Western blot etc.","up-regulated","","","","29760583","details","","","","",""
"PVT1","cervical cancer","qPCR, RNAi, Western blot, RIP, ChIP, Dual luciferase reporter assay, RNA pull-down assay, Cell proliferation assay etc.","up-regulated","","","","28296507","details","","","","",""
"PVT1","cervical cancer","qPCR etc.","up-regulated","","","","27775803","details","","","","",""
"PVT1","cervical cancer","qPCR, RNAi, Western blot, Cell proliferation assay etc.","up-regulated","","","","27232880","details","","","","",""
"PVT1","cervical cancer","qPCR, RNAi, Luciferase reporter assay, Cell proliferation assay etc.","up-regulated","","","","28276314","details","","","","",""
"PVT1","cervical cancer","qPCR, RNAi, Western blot, RIP, ChIP, RNA pull-down assay etc.","up-regulated","","","","27272214","details","","","","",""
"RHPN1-AS1","cervical cancer","qPCR, western blot","up-regulated","","","","31525429","details","","","","",""
"ROR1-AS1","cervical cancer","qPCR, Western blot etc","up-regulated","","","","32271410","details","","","","",""
"RP1-93H18.6","cervical cancer","qRT-PCR, Western blot analysis","up-regulated","","","","31877407","details","","","","",""
"RP11-381N20.2","cervical cancer","qPCR, Western blot","down-regulated","","","","29863245","details","","","","",""
"RP11-381N20.2","cervical cancer","qPCR, Western blot etc.","down-regulated","","","","29863245","details","","","","",""
"RP11-396F22.1","cervical cancer","Microarray, qPCR, in vitro knockdown etc.","up-regulated","","","","29636859","details","","","","",""
"RP11-480I12.5","cervical cancer","RT-qPCR, Western blotting","up-regulated","","","","31897160","details","","","","",""
"RP11-552M11.4","Cervical Cancer","Luciferase reporter assay, RIP","up-regulated","","","","30790638","details","","","","",""
"Rs11655237","cervical cancer","real-time PCR, luciferase assay, Western-blot analysis","up-regulated","","","","31957869","details","","","","",""
"RSU1P2","cervical cancer","qPCR, Western blot, Flow cytometry assay, Cell migration and invasion assay etc.","up-regulated","","","","27487126","details","","","","",""
"SBF2-AS1","Cervical Cancer","qPCR","up-regulated","","","","30856345","details","","","","",""
"SNHG1","cervical cancer","Microarray, qRT-PCR","up-regulated","","","","28930646","details","","","","",""
"SNHG12","cervical squamous cell carcinoma","qRT-PCR, Western blot analysis","up-regulated","","","","31943193","details","","","","",""
"SNHG12","cervical cancer","qPCR, Western blot, Luciferase reporter assay, RIP, RNAi, other","up-regulated","","","","30246459","details","","","","",""
"SNHG12","cervical cancer","qPCR, Luciferase reporter assay","up-regulated","","","","29533945","details","","","","",""
"SNHG14","cervical cancer","qRT-PCR , Western blot , in vitro knockdown etc.","up-regulated","","","","31114991","details","","","","",""
"SNHG14","cervical cancer","qPCR, Western blot, Luciferase reporter assay, RIP, etc.","up-regulated","","","","30611620","details","","","","",""
"SNHG16","cervical cancer","qPCR, Western blot, Luciferase reporter assay, RIP etc","up-regulated","","","","31774223","details","","","","",""
"SNHG16","cervical cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP","up-regulated","","","","29126969","details","","","","",""
"SNHG20","cervical cancer","qPCR etc.","up-regulated","","","","29604594","details","","","","",""
"SNHG4","cervical cancer","qRT-PCR , Luciferase reporter assay , Western blot , RIP , in vitro knockdown etc.","up-regulated","","","","31590627","details","","","","",""
"SNHG7","cervical cancer","RT-qPCR, Western blot","up-regulated","","","","32161467","details","","","","",""
"SNHG7","cervical cancer","qPCR, Western blot, Luciferase reporter assay, RIP etc","up-regulated","","","","32275170","details","","","","",""
"SNHG7","cervical cancer","qPCR, Western blot etc","up-regulated","","","","31773679","details","","","","",""
"SNHG8","cervical cancer","qRT-PCR, Western blot assay, RIP","up-regulated","","","","31961005","details","","","","",""
"SOX21-AS1","Cervical Cancer","qPCR","up-regulated","","","","30912129","details","","","","",""
"SOX2OT","cervical cancer","qPCR, Western blot etc.","differential expressed","","","","32286144","details","","","","",""
"SOX2OT","cervical cancer","qPCR etc.","up-regulated","","","","26703382","details","","","","",""
"SPRY4-IT1","cervical cancer","qRT-PCR, Western blotting, in vitro knockdown etc.","up-regulated","","","","31092700","details","","","","",""
"SPRY4-IT1","cervical cancer","qPCR etc.","up-regulated","","","","27642559","details","","","","",""
"SRA","cervical cancer","qPCR, Western blot, RNAi","up-regulated","","","","29039612","details","","","","",""
"STXBP5-AS1","cervical cancer","qPCR, Western blot, Luciferase reporter assay, RIP","down-regulated","","","","31212131","details","","","","",""
"TCONS_00001368","cervical cancer","Microarray, qPCR etc.","down-regulated","","","","29552195","details","","","","",""
"TCONS_00010232","cervical cancer","Microarray, qPCR, RNAi etc.","down-regulated","","","","27363024","details","","","","",""
"TCONS_00026907","cervical cancer","qPCR, Western blot, Luciferase reporter assays","up-regulated","","","","28544557","details","","","","",""
"TDRG1","cervical cancer","qRT-PCR, Western blot","up-regulated","","","","32106739","details","","","","",""
"TDRG1","cervical cancer","qPCR, Luciferase reporter assay, Western blot, RIP","up-regulated","","","","31539116","details","","","","",""
"TDRG1","cervical cancer","qRT-PCR , Luciferase reporter assay , Western blot , RIP , in vitro knockdown etc.","up-regulated","","","","31164797","details","","","","",""
"TI09485","cervical cancer","Microarray, qPCR, RNAi, Western blot, RIP etc.","down-regulated","","","","25007342","details","","","","",""
"TI10124","cervical cancer","Microarray, qPCR, RNAi, Western blot, RIP etc.","up-regulated","","","","25007342","details","","","","",""
"TI13831","cervical cancer","Microarray, qPCR, RNAi, Western blot, RIP etc.","up-regulated","","","","25007342","details","","","","",""
"TI18318","cervical cancer","Microarray, qPCR, RNAi, Western blot, RIP etc.","up-regulated","","","","25007342","details","","","","",""
"TI21327","cervical cancer","Microarray, qPCR, RNAi, Western blot, RIP etc.","down-regulated","","","","25007342","details","","","","",""
"TI22687","cervical cancer","Microarray, qPCR, RNAi, Western blot, RIP etc.","down-regulated","","","","25007342","details","","","","",""
"TINCR","cervical squamous cell carcinoma","qRT-PCR, Western blotting etc.","up-regulated","","","","30993776","details","","","","",""
"TINCR","cervical squamous cell carcinoma","qPCR, Western blot, Luciferase reporter assay","up-regulated","","","","31388923","details","","","","",""
"TMPO-AS1","cervical cancer","qPCR, Western blot, Luciferase reporter assay etc","up-regulated","","","","32184662","details","","","","",""
"TMPO-AS1","cervical cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.","up-regulated","","","","31483914","details","","","","",""
"TMPOP2","Cervical Cancer","qPCR, Luciferase reporter assay, Western blot, RNA-seq","up-regulated","","","","30728257","details","","","","",""
"TOB1-AS1","cervical cancer","qPCR, Western blot, Luciferase reporter assay, other","down-regulated","","","","30210918","details","","","","",""
"TP73-AS1","cervical cancer","qRT-PCR, RIP, Dual luciferase reporter assay, Western blot","up-regulated","","","","31663517","details","","","","",""
"TP73-AS1","cervical cancer","qPCR, Western blot, Luciferase reporter assay, RIP","up-regulated","","","","31232491","details","","","","",""
"TPT1-AS1","cervical cancer","qPCR, Western blot","up-regulated","","","","30045766","details","","","","",""
"TTN-AS1","cervical cancer","qPCR, Western blot, Luciferase assay, RIP","up-regulated","","","","30135013","details","","","","",""
"TUG1","cervical cancer","qPCR, Western blot, RIP","up-regulated","","","","31646551","details","","","","",""
"TUG1","cervical cancer","qPCR, Western blot etc.","up-regulated","","","","29029428","details","","","","",""
"TUG1","cervical cancer","qPCR, RNAi, Western blot, Flow cytometry assay, Cell migration and invasion assay etc.","up-regulated","","","","28088836","details","","","","",""
"TUSC8","cervical cancer","qRT-PCR, Western blotting, RIP etc.","down-regulated","","","","31033083","details","","","","",""
"uc021zkp.1","cervical cancer","Microarray, qPCR etc.","up-regulated","","","","26054679","details","","","","",""
"UCA1","cervical cancer","qPCR, Western blot, in vitro knockdown","up-regulated","","","","30015920","details","","","","",""
"UCA1","cervical cancer","qPCR, Luciferase Reporter Assay etc","up-regulated","","","","32329829","details","","","","",""
"UCA1","cervical cancer","Microarray, qPCR, Western blot","up-regulated","","","","31949782","details","","","","",""
"UCA1","papillomavirus-mediated cervical cancer","RNA-seq etc.","up-regulated","","","","28970820","details","","","","",""
"UCA1","cervical cancer","qPCR etc.","up-regulated","","","","29620291","details","","","","",""
"UCA1","cervical cancer","qPCR, Western blot, in vitro knockdown","up-regulated","","","","28414550","details","","","","",""
"UCA1","cervical cancer","qPCR, Western blot, Northern blot, Flow cytometry assay etc.","up-regulated","","","","17416635","details","","","","",""
"UCA1","cervical cancer","qPCR, Luciferase reporter assay, in vitro knockdown etc.","up-regulated","","","","29523226","details","","","","",""
"UICC","cervical cancer","mircoarray, qPCR, Western blot, RIP","up-regulated","","","","30094092","details","","","","",""
"WT1-AS","cervical cancer","qPCR, Western blot, RIP, luciferase reporter assay etc.","down-regulated","","","","32319820","details","","","","",""
"WT1-AS","Cervical Cancer","qPCR, Luciferase reporter assay","down-regulated","","","","30720155","details","","","","",""
"WT1-AS","cervical squamous cell carcinoma","RT-qPCR, Western-blot","down-regulated","","","","31694597","details","","","","",""
"WT1-AS","cervical cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.","down-regulated","","","","30666161","details","","","","",""
"XIST","cervical cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","29909347","details","","","","",""
"XIST","cervical cancer","qPCR, Luciferase reporter assay, Western blot","up-regulated","","","","30858762","details","","","","",""
"XIST","cervical cancer","qPCR, Western blot, Luciferase reporter assay, etc.","up-regulated","","","","29909347","details","","","","",""
"XLOC_000303","cervical cancer","qPCR","up-regulated","","","","30134241","details","","","","",""
"XLOC_006390","cervical cancer","qPCR, Western blot, other","up-regulated","","","","30207103","details","","","","",""
"XLOC_006390","cervical cancer","qPCR, Western blot etc.","up-regulated","","","","28534991","details","","","","",""
"XLOC_008466","cervical cancer","Microarray, qRT-PCR, Luciferase reporter assay","up-regulated","","","","29247951","details","","","","",""
"XLOC_010588","cervical cancer","qPCR, RNAi, Western blot etc.","down-regulated","","","","24667250","details","","","","",""
"XLOC_011152","cervical cancer","qPCR, Microarray, other","down-regulated","","","","30410863","details","","","","",""
"ZEB1-AS1","cervical cancer","qPCR, Western blot, other","up-regulated","","","","30425516","details","","","","",""
"ZEB1-AS1","cervical cancer","qPCR, Western blot, other","up-regulated","","","","30253398","details","","","","",""
"ZFAS1","Cervical Cancer","qPCR","up-regulated","","","","30738960","details","","","","",""
"ZNF667-AS1","cervical cancer","qPCR, Microarray, western blot","down-regulated","","","","29243775","details","","","","",""
