LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,aka,"G4 Hunter, thres:0.9 TOTAL PQS","G4 Hunter, thres:0.9 2G PQS","G4 Hunter, thres:0.9 3G PQS","G4 Hunter, thres:0.9 4G PQS","G4 Hunter, thres:1.4 TOTAL PQS","G4 Hunter, thres:1.4 2G PQS","G4 Hunter, thres:1.4 3G PQS","G4 Hunter, thres:1.4 4G PQS"
DLX6-AS1,Cervical Cancer,"RT-qPCR, Western blot",up-regulated,32077747.0,Also Known As: Evf-2; DLX6AS; DLX6-AS; NCRNA00212,1,NR_015448.1,9,9,0,0,VALIDATED,Evf-2; DLX6AS; DLX6-AS; NCRNA00212,4,4,0,0,0,0,0,0
DLX6-AS1,Cervical Cancer,"qPCR, western blot",up-regulated,31539117.0,Also Known As: Evf-2; DLX6AS; DLX6-AS; NCRNA00212,1,NR_015448.1,9,9,0,0,VALIDATED,Evf-2; DLX6AS; DLX6-AS; NCRNA00212,4,4,0,0,0,0,0,0
DLX6-AS1,Cervical Cancer,"qPCR, Luciferase reporter assay, in vitro knockdown, etc.",up-regulated,30535431.0,Also Known As: Evf-2; DLX6AS; DLX6-AS; NCRNA00212,1,NR_015448.1,9,9,0,0,VALIDATED,Evf-2; DLX6AS; DLX6-AS; NCRNA00212,4,4,0,0,0,0,0,0
DSCAM-AS1,Cervical Cancer,"qRT-PCR, Western blot, RIP",up-regulated,31737900.0,Also Known As: M41,4,"NR_038896.1, NR_038898.1, NR_038899.1, NR_038900.1","12,7,8,7","12,7,8,7","0,0,0,0","0,0,0,0",VALIDATED,M41,"2,0,0,0","2,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
"FAL1",Cervical Squamous Cell Carcinoma,"RT-qPCR, Western blot",up-regulated,32046419.0,Also Known As: FALEC; FAL1; ncRNA-a1; LINC00568,1 (FALEC),NR_051960.1 (FALEC),8 (FALEC),8,0,0,VALIDATED (FALEC),FAL1; ncRNA-a1; LINC00568; FALEC,1,1,0,0,1,1,0,0
FALEC,Cervical Cancer,qPCR,up-regulated,31248657.0,,FAL1,,,,,,,focally amplified long non-coding RNA in epithelial cancer;ncRNA-a1;FAL1;focally amplified lncRNA on chromosome 1;long intergenic non-protein coding RNA 568;LINC00568;noncoding RNA-activating 1;NONHSAG002854.2;HSALNG0007045;FALEC,,,,,,,,
FEZF1-AS1,Cervical Cancer,qPCR,up-regulated,29917186.0,,1,NR_036484.1,22,21,1,0,VALIDATED,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2,7,7,0,0,1,1,0,0
FOXD2-AS1,Cervical Cancer,"RT-qPCR, Western blot, RIP",up-regulated,32082174.0,,1,NR_026878.1,24,21,3,0,VALIDATED,FOXD2 adjacent opposite strand RNA 1;MGC12982;FOXD2 antisense RNA 1 (non-protein coding);FOXD2 antisense RNA 1;FOXD2 antisense RNA 1 (head to head);HSALNG0003395;FOXD2-AS1;NONHSAG001375.2,11,9,2,0,6,6,0,0
FOXD2-AS1,Cervical Cancer,qRT-PCR,up-regulated,31841177.0,,1,NR_026878.1,24,21,3,0,VALIDATED,FOXD2 adjacent opposite strand RNA 1;MGC12982;FOXD2 antisense RNA 1 (non-protein coding);FOXD2 antisense RNA 1;FOXD2 antisense RNA 1 (head to head);HSALNG0003395;FOXD2-AS1;NONHSAG001375.2,11,9,2,0,6,6,0,0
FOXP4-AS1,Cervical Cancer,"qPCR, Luciferase reporter assay etc.",up-regulated,32256085.0,,3,"NR_126415.1, NR_126416.1, NR_126417.1","2,2,1","2,2,1","0,0,0","0,0,0",VALIDATED,FOXP4 antisense RNA 1;FOXP4-AS1;HSALNG0050030;NONHSAG043770.2;HSALNG0050034,"0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0"
GAS5,Cervical Cancer,"qRT-PCR, Western blot",down-regulated,32105659.0,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5,6,5,5,5,5,5,3,4,3,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,SNHG2; NCRNA00030,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
GAS5,Cervical Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.",down-regulated,30579899.0,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5,6,5,5,5,5,5,3,4,3,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,SNHG2; NCRNA00030,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
GAS5,Cervical Cancer,"qPCR, Western blot",down-regulated,31206689.0,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5,6,5,5,5,5,5,3,4,3,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,SNHG2; NCRNA00030,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
GAS5,Cervical Cancer,"qPCR, RNAi etc.",down-regulated,25400758.0,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5,6,5,5,5,5,5,3,4,3,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,SNHG2; NCRNA00030,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
GAS5,Cervical Cancer,qPCR etc.,up-regulated,22487937.0,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5,6,5,5,5,5,5,3,4,3,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,SNHG2; NCRNA00030,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
GAS5,Cervical Cancer,"qPCR, Western blot, RIP etc.",down-regulated,28671039.0,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5,6,5,5,5,5,5,3,4,3,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,SNHG2; NCRNA00030,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
GAS5,Cervical Cancer,"qPCR, RNAi",down-regulated,29509242.0,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5,6,5,5,5,5,5,3,4,3,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,SNHG2; NCRNA00030,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
GAS5-AS1,Cervical Cancer,"qPCR, Luciferase reporter assay, in vitro knockdown, RIP, etc.",down-regulated,31497208.0,,1,NR_037605.1,2,2,0,0,VALIDATED,GAS5 antisense RNA 1;GAS5 antisense RNA 1 (non-protein coding);HSALNG0008546;NONHSAG003505.2;GAS5-AS1,0,0,0,0,0,0,0,0
GATA6-AS,Cervical Squamous Cell Carcinoma,"qPCR, Western blot, other",up-regulated,31404324.0,Also known as: BM742401; locus5689,1,NR_102763.1,14,12,2,0,VALIDATED,BM742401; locus5689,12,10,2,0,4,4,0,0
GHET1,Cervical Cancer,qPCR,up-regulated,30948501.0,Also Known As: ncRNA-GHET1,1,NR_130107.1,10,9,1,0,REVIEWED,lncRNA-GHET1,5,4,1,0,2,2,0,0
GHET1,Cervical Cancer,"qRT-PCR, Western blot, RIP",up-regulated,31682716.0,Also Known As: ncRNA-GHET1,1,NR_130107.1,10,9,1,0,REVIEWED,lncRNA-GHET1,5,4,1,0,2,2,0,0
GIHCG,Cervical Cancer,qPCR,up-regulated,30719165.0,,1,NR_038269.1,4,4,0,0,VALIDATED,"GIHCG inhibitor of miR-200b/200a/429 expression;lncRNA-GIHCG;lncRNA gradually increased during hepatocarcinogenesis;GIHCG, inhibitor of miR-200b/200a/429 expression;HSALNG0091676;lnc-CTDSP2-2;NONHSAG011461.2",0,0,0,0,0,0,0,0
H19,Cervical Cancer,qPCR,down-regulated,31229557.0,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008,"37,37,2","30,30,2","6,6,0","1,1,0","19,19,0","16,16,0","3,3,0","0,0,0"
H19,Cervical Cancer,"qPCR, RNAi etc.",up-regulated,27633578.0,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008,"37,37,2","30,30,2","6,6,0","1,1,0","19,19,0","16,16,0","3,3,0","0,0,0"
H19,Cervical Cancer,"qPCR, Luciferase Reporter Assay, Western blot.",down-regulated,28797320.0,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008,"37,37,2","30,30,2","6,6,0","1,1,0","19,19,0","16,16,0","3,3,0","0,0,0"
H19,Cervical Cancer,"qPCR, ISH etc.",down-regulated,8570220.0,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008,"37,37,2","30,30,2","6,6,0","1,1,0","19,19,0","16,16,0","3,3,0","0,0,0"
HAND2-AS1,Cervical Cancer,"Microarray, qPCR, Western blot, Luciferase reporter assay, RIP etc",down-regulated,32314545.0,Also Known As: UPH; DEIN; NBLA00301,11,"NR_003679.2, NR_136192.1, NR_136193.1, NR_136194.1, NR_136195.1, NR_136196.1, NR_136197.1, NR_136198.1, NR_136199.1, NR_136200.1, NR_136201.1","1, 19, 22, 21, 11, 5, 19, 18, 20, 22, 24","1,17,20,19,10,4,18,16,18,20,22","0,2,2,2,1,1,1,2,2,2,2","0,0,0,0,0,0,0,0,0,0,0",VALIDATED,UPH; DEIN; NBLA00301,"0,4,6,5,2,1,3,4,4,6,7","0,2,4,3,1,0,2,2,2,4,5","0,2,2,2,1,1,1,2,2,2,2","0,0,0,0,0,0,0,0,0,0,0","0,4,5,4,0,0,3,4,4,5,5","0,2,3,2,0,0,2,2,2,3,3","0,2,2,2,0,0,1,2,2,2,2","0,0,0,0,0,0,0,0,0,0,0"
HAND2-AS1,Cervical Squamous Cell Carcinoma,"qPCR, western blot",down-regulated,31555362.0,Also Known As: UPH; DEIN; NBLA00301,11,"NR_003679.2, NR_136192.1, NR_136193.1, NR_136194.1, NR_136195.1, NR_136196.1, NR_136197.1, NR_136198.1, NR_136199.1, NR_136200.1, NR_136201.1","1, 19, 22, 21, 11, 5, 19, 18, 20, 22, 24","1,17,20,19,10,4,18,16,18,20,22","0,2,2,2,1,1,1,2,2,2,2","0,0,0,0,0,0,0,0,0,0,0",VALIDATED,UPH; DEIN; NBLA00301,"0,4,6,5,2,1,3,4,4,6,7","0,2,4,3,1,0,2,2,2,4,5","0,2,2,2,1,1,1,2,2,2,2","0,0,0,0,0,0,0,0,0,0,0","0,4,5,4,0,0,3,4,4,5,5","0,2,3,2,0,0,2,2,2,3,3","0,2,2,2,0,0,1,2,2,2,2","0,0,0,0,0,0,0,0,0,0,0"
HAND2-AS1,Cervical Cancer,"Microarray, Dual luciferase reporter assay, RIP, RT-qPCR, Western blot analysis",down-regulated,31889905.0,Also Known As: UPH; DEIN; NBLA00301,11,"NR_003679.2, NR_136192.1, NR_136193.1, NR_136194.1, NR_136195.1, NR_136196.1, NR_136197.1, NR_136198.1, NR_136199.1, NR_136200.1, NR_136201.1","1, 19, 22, 21, 11, 5, 19, 18, 20, 22, 24","1,17,20,19,10,4,18,16,18,20,22","0,2,2,2,1,1,1,2,2,2,2","0,0,0,0,0,0,0,0,0,0,0",VALIDATED,UPH; DEIN; NBLA00301,"0,4,6,5,2,1,3,4,4,6,7","0,2,4,3,1,0,2,2,2,4,5","0,2,2,2,1,1,1,2,2,2,2","0,0,0,0,0,0,0,0,0,0,0","0,4,5,4,0,0,3,4,4,5,5","0,2,3,2,0,0,2,2,2,3,3","0,2,2,2,0,0,1,2,2,2,2","0,0,0,0,0,0,0,0,0,0,0"
HCP5,Cervical Cancer,"qPCR, Western blot, Luciferase Reporter Gene Assay",up-regulated,30070314.0,"Also Known As: P5-1; 6S2650E; D6S2650E
",1,NR_040662.1,23,21,2,0,VALIDATED,P5-1; 6S2650E; D6S2650E,7,7,0,0,0,0,0,0
HIPK1-AS,Cervical Cancer,"Microarray, qPCR, in vitro knockdown",up-regulated,29901171.0,,2,"NR_110725.1, NR_110726.1","17, 6","17,6","0,0","0,0",VALIDATED,,"6,3","6,3","0,0","0,0","0,0","0,0","0,0","0,0"
HNF1A-AS1,Cervical Cancer,"Dual luciferase reporter gene assay, RIP, RT-qPCR, Western blot assay",up-regulated,31827397.0,Also Known As: HAS1; C12orf27; NCRNA00262,1,NR_024345.1,15,15,0,0,VALIDATED,HAS1; C12orf27; NCRNA00262,0,0,0,0,0,0,0,0
HOTAIR,Cervical Cancer,RNA-seq,up-regulated,30981759.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,qPCR,up-regulated,30134241.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,"qPCR, Western blot, Luciferase reporter assay, other",up-regulated,30367473.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,cervical cancer,"qPCR, other",,30275757.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,qPCR etc.,up-regulated,25366139.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,qPCR etc.,up-regulated,29620291.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,"qPCR, RNAi, Western blot, Flow cytometry assay etc.",up-regulated,26962687.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,"qPCR, Western blot etc.",up-regulated,29572071.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,"qPCR, RNAi, Western blot etc.",up-regulated,27323817.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,"qPCR, Western blot etc.",up-regulated,26523512.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,"qPCR, ELISA etc.",up-regulated,27184657.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,qPCR etc.,differential expression,27229487.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
