,NCBI Reference Number,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS
869,NR_110463.1,24,1,0
870,NR_110464.1,24,1,0
871,NR_110465.1,21,2,0
872,NR_110466.1,21,2,0
873,NR_033979.2,20,2,0
874,NR_110467.1,23,1,0
875,NR_110468.1,23,1,0
876,NR_110458.1,25,2,0
877,NR_110459.1,23,2,0
878,NR_110460.1,23,2,0
879,NR_110461.1,22,1,0
880,NR_110462.1,25,2,0
881,NR_110463.1,24,1,0
882,NR_110464.1,24,1,0
883,NR_110465.1,21,2,0
884,NR_110466.1,21,2,0
885,NR_033979.2,20,2,0
886,NR_110467.1,23,1,0
887,NR_110468.1,23,1,0
888,NR_046612.1,25,2,0
889,NR_103752.1,23,2,0
890,NR_004855.2,2,0,0
891,NR_004855.2,1,0,0
892,NR_004855.2,1,0,0
893,NR_004855.2,1,0,0
894,NR_004855.2,1,0,0
895,NR_004855.2,1,0,0
896,NR_004855.2,1,0,0
897,NR_004855.2,1,0,0
898,NR_004855.2,1,0,0
899,NR_004855.2,1,0,0
900,NR_004855.2,1,0,0
901,NR_004855.2,1,0,0
902,NR_004855.2,1,0,0
903,NR_004855.2,1,0,0
904,NR_004855.2,1,0,0
905,NR_004855.2,1,0,0
906,NR_004855.2,1,0,0
907,NR_004855.2,1,0,0
908,NR_004855.2,1,0,0
909,NR_004855.2,1,0,0
910,NR_004855.2,1,0,0
911,NR_004855.2,1,0,0
912,NR_004855.2,1,0,0
913,NR_004855.2,1,0,0
914,NR_004855.2,1,0,0
915,NR_004855.2,1,0,0
916,NR_004855.2,1,0,0
917,NR_004855.2,1,0,0
918,NR_004855.2,1,0,0
919,NR_004855.2,1,0,0
920,NR_004855.2,1,0,0
921,NR_028043.2,1,0,0
922,NR_028043.2,24,3,0
923,NR_133657.1,25,2,0
924,NR_028043.2,24,3,0
925,NR_133657.1,25,2,0
926,NR_027114.2,24,3,0
927,NR_027113.2,25,2,0
928,NR_023915.1,16,2,0
929,NR_024582.1,9,1,0
930,NR_024582.1,15,0,0
931,NR_002728.3,15,0,0
932,NR_002728.3,538,41,2
933,NR_002728.3,538,41,2
934,NR_002728.3,538,41,2
935,NR_002728.3,538,41,2
936,NR_002728.3,538,41,2
937,NR_027123.1,538,41,2
938,NR_029373.1,7,0,0
939,NR_029373.1,17,2,0
940,NR_029374.1,9,0,0
941,NR_160030.1,17,2,0
942,NR_160030.1,4,0,0
943,NR_037883.1,4,0,0
944,NR_037883.1,12,1,0
945,NR_131233.1,5,0,0
946,NR_131234.1,5,0,0
947,NR_131235.1,6,0,0
948,NR_048536.2,12,1,0
949,NR_152602.1,5,0,0
950,NR_048536.2,15,0,0
951,NR_152602.1,13,0,0
952,NR_048536.2,15,0,0
953,NR_152602.1,13,0,0
954,NR_048536.2,15,0,0
955,NR_152602.1,13,0,0
956,NR_048536.2,15,0,0
957,NR_152602.1,13,0,0
958,NR_156734.1,15,0,0
959,NR_156734.1,20,0,0
960,NR_026552.2,20,0,0
961,NR_026869.1,6,0,0
962,NR_026869.1,5,0,0
963,NR_026869.1,5,0,0
964,NR_024204.2,5,0,0
965,NR_024204.2,4,0,0
966,NR_024205.3,6,0,0
967,NR_024206.2,4,0,0
968,NR_146460.1,4,0,0
969,NR_146461.1,3,0,0
970,NR_024204.2,4,0,0
971,NR_024205.3,6,0,0
972,NR_024206.2,4,0,0
973,NR_146460.1,4,0,0
974,NR_146461.1,3,0,0
975,NR_024204.2,4,0,0
976,NR_024205.3,6,0,0
977,NR_024206.2,4,0,0
978,NR_146460.1,4,0,0
979,NR_146461.1,3,0,0
980,NR_024204.2,4,0,0
981,NR_024205.3,6,0,0
982,NR_024206.2,4,0,0
983,NR_146460.1,4,0,0
984,NR_146461.1,3,0,0
985,NR_024351.2,4,0,0
986,NR_026552.2,5,0,0
987,NR_026552.2,6,0,0
988,NR_026553.2,3,0,0
989,NR_026873.1,6,0,0
990,NR_026943.1,35,0,0
991,NR_048550.1,64,10,1
992,NR_027457.2,7,0,0
993,NR_001558.3,9,2,0
994,NR_001558.3,31,0,0
995,NR_026951.1,31,0,0
996,NR_023918.2,22,0,0
997,NR_027701.1,5,0,0
998,NR_027701.1,45,7,0
999,NR_046414.2,45,7,0
1000,NR_034119.2,8,2,0
1001,NR_034119.2,4,0,0
1002,NR_163477.1,4,0,0
1003,NR_024384.2,4,0,0
1004,NR_024383.2,4,0,0
1005,NR_051983.1,14,1,0
1006,NR_051983.1,7,0,0
1007,NR_026761.2,7,0,0
1008,NR_026761.2,5,0,0
1009,NR_026761.2,5,0,0
1010,NR_026761.2,5,0,0
1011,NR_026761.2,5,0,0
1012,NR_023925.1,5,0,0
1013,NR_121612.1,7,0,0
1014,NR_026807.2,7,0,0
1015,NR_121613.1,7,0,0
1016,NR_121614.1,7,0,0
1017,NR_026860.1,41,2,0
1018,NR_026861.1,41,2,0
1019,NR_026767.1,12,0,0
1020,NR_033876.1,10,0,0
1021,NR_033876.1,16,2,0
1022,NR_027022.1,16,2,0
1023,NR_024276.1,11,1,0
1024,NR_027451.1,6,0,0
1025,NR_027301.1,25,5,0
1026,NR_027301.1,5,1,0
1027,NR_038278.1,5,1,0
1028,NR_038278.1,15,1,0
1029,NR_038279.1,7,1,0
1030,NR_034100.1,15,1,0
1031,NR_137281.2,13,2,0
1032,NR_038291.1,25,1,0
1033,NR_038291.1,8,0,0
1034,NR_038464.1,8,0,0
1035,NR_028303.1,12,0,0
1036,NR_038904.1,3,1,0
1037,NR_038442.1,10,0,0
1038,NR_015395.2,12,0,0
1039,NR_015395.2,23,0,0
1040,NR_024373.2,5,0,0
1041,NR_136161.1,10,0,0
1042,NR_136162.1,24,0,0
1043,NR_136163.1,15,0,0
1044,NR_136164.1,10,0,0
1045,NR_136165.1,8,0,0
1046,NR_136166.1,21,0,0
1047,NR_024424.2,23,0,0
1048,NR_024423.2,5,0,0
1049,NR_037596.1,20,1,0
1050,NR_039975.1,36,0,0
1051,NR_038849.1,7,0,0
1052,NR_024455.1,7,0,0
1053,NR_015407.1,20,0,0
1054,NR_110124.1,8,0,0
1055,NR_126448.1,13,0,0
1056,NR_126449.1,13,0,0
1057,NR_110026.1,13,0,0
1058,NR_110025.1,12,0,0
1059,NR_125776.1,7,1,0
1060,NR_125776.1,7,0,0
1061,NR_125776.1,7,0,0
1062,NR_122111.1,7,0,0
1063,NR_110797.1,19,0,0
1064,NR_121649.1,4,0,0
1065,NR_121647.1,28,1,0
1066,NR_122034.1,11,0,0
1067,NR_122034.1,3,0,0
1068,NR_033917.1,3,0,0
1069,NR_026731.1,6,1,0
1070,NR_026936.1,14,1,0
1071,NR_026936.1,12,0,0
1072,NR_125998.1,12,0,0
1073,NR_131960.1,5,0,0
1074,NR_046377.1,3,0,0
1075,NR_015375.2,4,0,0
1076,NR_015375.2,10,0,0
1077,NR_033378.1,10,0,0
1078,NR_033378.1,14,1,0
1079,NR_026860.1,14,1,0
1080,NR_149049.1,12,0,0
1081,NR_135124.1,5,1,1
1082,NR_135124.1,34,2,0
1083,NR_156732.1,34,2,0
1084,NR_146920.1,8,1,0
1085,NR_146920.1,8,1,0
1086,NR_160525.1,8,1,0
1087,NR_160525.1,16,1,0
1088,NR_160525.1,16,1,0
1089,NR_160525.1,16,1,0
1090,NR_160525.1,16,1,0
1091,NR_160525.1,16,1,0
1092,NR_160525.1,16,1,0
1093,NR_045680.1,16,1,0
1094,NR_045680.1,16,1,0
1095,NR_045680.1,16,1,0
1096,NR_045680.1,16,1,0
1097,NR_045680.1,16,1,0
1098,NR_045680.1,16,1,0
1099,NR_045680.1,16,1,0
1100,NR_103844.1,16,1,0
1101,NR_109883.1,13,0,0
1102,NR_109883.1,4,0,0
1103,NR_028371.1,4,0,0
1104,NR_137281.2,5,0,0
1105,NR_137280.2,1,1,1
1106,NR_137281.2,24,2,0
1107,NR_137280.2,23,2,0
1108,NR_036488.1,22,1,0
1109,NR_152515.1,22,1,0
1110,NR_152516.1,25,2,0
1111,NR_131252.1,24,2,0
1112,NR_131252.1,6,0,0
1113,NR_047483),6,0,0
1114,NR_015391.1,14,1,0
1115,NR_132411.1,9,0,0
1116,NR_040066.1,1,0,0
1117,NR_040067.1,02027,02027,02027
1118,NR_145480.1,12,3,0
1119,NR_103548.1,22,2,0
1120,NR_103548.1,3,0,0
1121,NR_103549.1,2,0,0
1122,NR_103548.1,3,0,0
1123,NR_103549.1,2,0,0
1124,NR_045388.1,3,0,0
1125,NR_015454.1,1,1,0
1126,NR_002819.4,23,2,0
1127,NR_002819.4,46,7,0
1128,NR_144567.1,47,7,0
1129,NR_144568.1,47,6,0
1130,NR_002819.4,46,7,0
1131,NR_144567.1,47,7,0
1132,NR_144568.1,47,6,0
1133,NR_002819.4,46,7,0
1134,NR_144567.1,47,7,0
1135,NR_144568.1,47,6,0
1136,NR_002819.4,46,7,0
1137,NR_144567.1,47,7,0
1138,NR_144568.1,47,6,0
1139,NR_002819.4,46,7,0
1140,NR_144567.1,47,7,0
1141,NR_144568.1,47,6,0
1142,NR_002819.4,46,7,0
1143,NR_144567.1,47,7,0
1144,NR_144568.1,47,6,0
1145,NR_002819.4,46,7,0
1146,NR_144567.1,47,7,0
1147,NR_144568.1,47,6,0
1148,NR_002819.4,46,7,0
1149,NR_144567.1,47,7,0
1150,NR_144568.1,47,6,0
1151,NR_002819.4,46,7,0
1152,NR_144567.1,47,7,0
1153,NR_144568.1,47,6,0
1154,NR_002819.4,46,7,0
1155,NR_144567.1,47,7,0
1156,NR_144568.1,47,6,0
1157,NR_002819.4,46,7,0
1158,NR_144567.1,47,7,0
1159,NR_144568.1,47,6,0
1160,NR_002819.4,46,7,0
1161,NR_144567.1,47,7,0
1162,NR_144568.1,47,6,0
1163,NR_002819.4,46,7,0
1164,NR_144567.1,47,7,0
1165,NR_144568.1,47,6,0
1166,NR_002819.4,46,7,0
1167,NR_144567.1,47,7,0
1168,NR_144568.1,47,6,0
1169,NR_002819.4,46,7,0
1170,NR_144567.1,47,7,0
1171,NR_144568.1,47,6,0
1172,NR_002819.4,46,7,0
1173,NR_144567.1,47,7,0
1174,NR_144568.1,47,6,0
1175,NR_002819.4,46,7,0
1176,NR_144567.1,47,7,0
1177,NR_144568.1,47,6,0
1178,NR_002819.4,46,7,0
1179,NR_144567.1,47,7,0
1180,NR_144568.1,47,6,0
1181,NR_002819.4,46,7,0
1182,NR_144567.1,47,7,0
1183,NR_144568.1,47,6,0
1184,NR_002819.4,46,7,0
1185,NR_144567.1,47,7,0
1186,NR_144568.1,47,6,0
1187,NR_002819.4,46,7,0
1188,NR_144567.1,47,7,0
1189,NR_144568.1,47,6,0
1190,NR_002819.4,46,7,0
1191,NR_144567.1,47,7,0
1192,NR_144568.1,47,6,0
1193,NR_002819.4,46,7,0
1194,NR_144567.1,47,7,0
1195,NR_144568.1,47,6,0
1196,NR_002819.4,46,7,0
1197,NR_144567.1,47,7,0
1198,NR_144568.1,47,6,0
1199,NR_002819.4,46,7,0
1200,NR_144567.1,47,7,0
1201,NR_144568.1,47,6,0
1202,NR_002819.4,46,7,0
1203,NR_144567.1,47,7,0
1204,NR_144568.1,47,6,0
1205,NR_002819.4,46,7,0
1206,NR_144567.1,47,7,0
1207,NR_144568.1,47,6,0
1208,NR_002819.4,46,7,0
1209,NR_144567.1,47,7,0
1210,NR_144568.1,47,6,0
1211,NR_002819.4,46,7,0
1212,NR_144567.1,47,7,0
1213,NR_144568.1,47,6,0
1214,NR_002819.4,46,7,0
1215,NR_144567.1,47,7,0
1216,NR_144568.1,47,6,0
1217,NR_002819.4,46,7,0
1218,NR_144567.1,47,7,0
1219,NR_144568.1,47,6,0
1220,NR_002819.4,46,7,0
1221,NR_144567.1,47,7,0
1222,NR_144568.1,47,6,0
1223,NR_002819.4,46,7,0
1224,NR_144567.1,47,7,0
1225,NR_144568.1,47,6,0
1226,NR_002819.4,46,7,0
1227,NR_144567.1,47,7,0
1228,NR_144568.1,47,6,0
1229,NR_110565.1,46,7,0
1230,NR_002776.4,47,7,0
1231,NR_110566.1,47,6,0
1232,NR_110565.1,9,0,0
1233,NR_002776.4,9,0,0
1234,NR_110566.1,10,0,0
1235,NR_110567.1,11,0,0
1236,NR_002766.2,9,0,0
1237,NR_003530.2,9,0,0
1238,NR_003531.3,10,0,0
1239,NR_033358.1,11,0,0
1240,NR_002766.2,14,2,0
1241,NR_003530.2,17,2,0
1242,NR_003531.3,16,2,0
1243,NR_033358.1,15,2,0
1244,NR_033359.1,15,2,0
1245,NR_033360.1,15,2,0
1246,NR_046464.1,15,2,0
1247,NR_046465.2,15,2,0
1248,NR_046466.1,15,2,0
1249,NR_046467.1,16,2,0
1250,NR_046469.1,15,2,0
1251,NR_046470.2,17,2,0
1252,NR_046471.1,15,2,0
1253,NR_046472.1,16,2,0
1254,NR_046473.1,81,12,0
1255,NR_002766.2,14,2,0
1256,NR_003530.2,17,2,0
1257,NR_003531.3,16,2,0
1258,NR_033358.1,15,2,0
1259,NR_033359.1,15,2,0
1260,NR_033360.1,15,2,0
1261,NR_046464.1,15,2,0
1262,NR_046465.2,15,2,0
1263,NR_046466.1,15,2,0
1264,NR_046467.1,16,2,0
1265,NR_046469.1,15,2,0
1266,NR_046470.2,17,2,0
1267,NR_046471.1,15,2,0
1268,NR_046472.1,16,2,0
1269,NR_046473.1,81,12,0
1270,NR_002766.2,14,2,0
1271,NR_003530.2,17,2,0
1272,NR_003531.3,16,2,0
1273,NR_033358.1,15,2,0
1274,NR_033359.1,15,2,0
1275,NR_033360.1,15,2,0
1276,NR_046464.1,15,2,0
1277,NR_046465.2,15,2,0
1278,NR_046466.1,15,2,0
1279,NR_046467.1,16,2,0
1280,NR_046469.1,15,2,0
1281,NR_046470.2,17,2,0
1282,NR_046471.1,15,2,0
1283,NR_046472.1,16,2,0
1284,NR_046473.1,81,12,0
1285,NR_002766.2,14,2,0
1286,NR_003530.2,17,2,0
1287,NR_003531.3,16,2,0
1288,NR_033358.1,15,2,0
1289,NR_033359.1,15,2,0
1290,NR_033360.1,15,2,0
1291,NR_046464.1,15,2,0
1292,NR_046465.2,15,2,0
1293,NR_046466.1,15,2,0
1294,NR_046467.1,16,2,0
1295,NR_046469.1,15,2,0
1296,NR_046470.2,17,2,0
1297,NR_046471.1,15,2,0
1298,NR_046472.1,16,2,0
1299,NR_046473.1,81,12,0
1300,NR_002766.2,14,2,0
1301,NR_003530.2,17,2,0
1302,NR_003531.3,16,2,0
1303,NR_033358.1,15,2,0
1304,NR_033359.1,15,2,0
1305,NR_033360.1,15,2,0
1306,NR_046464.1,15,2,0
1307,NR_046465.2,15,2,0
1308,NR_046466.1,15,2,0
1309,NR_046467.1,16,2,0
1310,NR_046469.1,15,2,0
1311,NR_046470.2,17,2,0
1312,NR_046471.1,15,2,0
1313,NR_046472.1,16,2,0
1314,NR_046473.1,81,12,0
1315,NR_002766.2,14,2,0
1316,NR_003530.2,17,2,0
1317,NR_003531.3,16,2,0
1318,NR_033358.1,15,2,0
1319,NR_033359.1,15,2,0
1320,NR_033360.1,15,2,0
1321,NR_046464.1,15,2,0
1322,NR_046465.2,15,2,0
1323,NR_046466.1,15,2,0
1324,NR_046467.1,16,2,0
1325,NR_046469.1,15,2,0
1326,NR_046470.2,17,2,0
1327,NR_046471.1,15,2,0
1328,NR_046472.1,16,2,0
1329,NR_046473.1,81,12,0
1330,NR_002766.2,14,2,0
1331,NR_003530.2,17,2,0
1332,NR_003531.3,16,2,0
1333,NR_033358.1,15,2,0
1334,NR_033359.1,15,2,0
1335,NR_033360.1,15,2,0
1336,NR_046464.1,15,2,0
1337,NR_046465.2,15,2,0
1338,NR_046466.1,15,2,0
1339,NR_046467.1,16,2,0
1340,NR_046469.1,15,2,0
1341,NR_046470.2,17,2,0
1342,NR_046471.1,15,2,0
1343,NR_046472.1,16,2,0
1344,NR_046473.1,81,12,0
1345,NR_002766.2,14,2,0
1346,NR_003530.2,17,2,0
1347,NR_003531.3,16,2,0
1348,NR_033358.1,15,2,0
1349,NR_033359.1,15,2,0
1350,NR_033360.1,15,2,0
1351,NR_046464.1,15,2,0
1352,NR_046465.2,15,2,0
1353,NR_046466.1,15,2,0
1354,NR_046467.1,16,2,0
1355,NR_046469.1,15,2,0
1356,NR_046470.2,17,2,0
1357,NR_046471.1,15,2,0
1358,NR_046472.1,16,2,0
1359,NR_046473.1,81,12,0
1360,NR_002766.2,14,2,0
1361,NR_003530.2,17,2,0
1362,NR_003531.3,16,2,0
1363,NR_033358.1,15,2,0
1364,NR_033359.1,15,2,0
1365,NR_033360.1,15,2,0
1366,NR_046464.1,15,2,0
1367,NR_046465.2,15,2,0
1368,NR_046466.1,15,2,0
1369,NR_046467.1,16,2,0
1370,NR_046469.1,15,2,0
1371,NR_046470.2,17,2,0
1372,NR_046471.1,15,2,0
1373,NR_046472.1,16,2,0
1374,NR_046473.1,81,12,0
1375,NR_002766.2,14,2,0
1376,NR_003530.2,17,2,0
1377,NR_003531.3,16,2,0
1378,NR_033358.1,15,2,0
1379,NR_033359.1,15,2,0
1380,NR_033360.1,15,2,0
1381,NR_046464.1,15,2,0
1382,NR_046465.2,15,2,0
1383,NR_046466.1,15,2,0
1384,NR_046467.1,16,2,0
1385,NR_046469.1,15,2,0
1386,NR_046470.2,17,2,0
1387,NR_046471.1,15,2,0
1388,NR_046472.1,16,2,0
1389,NR_046473.1,81,12,0
1390,NR_002766.2,14,2,0
1391,NR_003530.2,17,2,0
1392,NR_003531.3,16,2,0
1393,NR_033358.1,15,2,0
1394,NR_033359.1,15,2,0
1395,NR_033360.1,15,2,0
1396,NR_046464.1,15,2,0
1397,NR_046465.2,15,2,0
1398,NR_046466.1,15,2,0
1399,NR_046467.1,16,2,0
1400,NR_046469.1,15,2,0
1401,NR_046470.2,17,2,0
1402,NR_046471.1,15,2,0
1403,NR_046472.1,16,2,0
1404,NR_046473.1,81,12,0
1405,NR_002766.2,14,2,0
1406,NR_003530.2,17,2,0
1407,NR_003531.3,16,2,0
1408,NR_033358.1,15,2,0
1409,NR_033359.1,15,2,0
1410,NR_033360.1,15,2,0
1411,NR_046464.1,15,2,0
1412,NR_046465.2,15,2,0
1413,NR_046466.1,15,2,0
1414,NR_046467.1,16,2,0
1415,NR_046469.1,15,2,0
1416,NR_046470.2,17,2,0
1417,NR_046471.1,15,2,0
1418,NR_046472.1,16,2,0
1419,NR_046473.1,81,12,0
1420,NR_002766.2,14,2,0
1421,NR_003530.2,17,2,0
1422,NR_003531.3,16,2,0
1423,NR_033358.1,15,2,0
1424,NR_033359.1,15,2,0
1425,NR_033360.1,15,2,0
1426,NR_046464.1,15,2,0
1427,NR_046465.2,15,2,0
1428,NR_046466.1,15,2,0
1429,NR_046467.1,16,2,0
1430,NR_046469.1,15,2,0
1431,NR_046470.2,17,2,0
1432,NR_046471.1,15,2,0
1433,NR_046472.1,16,2,0
1434,NR_046473.1,81,12,0
1435,NR_002766.2,14,2,0
1436,NR_003530.2,17,2,0
1437,NR_003531.3,16,2,0
1438,NR_033358.1,15,2,0
1439,NR_033359.1,15,2,0
1440,NR_033360.1,15,2,0
1441,NR_046464.1,15,2,0
1442,NR_046465.2,15,2,0
1443,NR_046466.1,15,2,0
1444,NR_046467.1,16,2,0
1445,NR_046469.1,15,2,0
1446,NR_046470.2,17,2,0
1447,NR_046471.1,15,2,0
1448,NR_046472.1,16,2,0
1449,NR_046473.1,81,12,0
1450,NR_002766.2,14,2,0
1451,NR_003530.2,17,2,0
1452,NR_003531.3,16,2,0
1453,NR_033358.1,15,2,0
1454,NR_033359.1,15,2,0
1455,NR_033360.1,15,2,0
1456,NR_046464.1,15,2,0
1457,NR_046465.2,15,2,0
1458,NR_046466.1,15,2,0
1459,NR_046467.1,16,2,0
1460,NR_046469.1,15,2,0
1461,NR_046470.2,17,2,0
1462,NR_046471.1,15,2,0
1463,NR_046472.1,16,2,0
1464,NR_046473.1,81,12,0
1465,NR_002766.2,14,2,0
1466,NR_003530.2,17,2,0
1467,NR_003531.3,16,2,0
1468,NR_033358.1,15,2,0
1469,NR_033359.1,15,2,0
1470,NR_033360.1,15,2,0
1471,NR_046464.1,15,2,0
1472,NR_046465.2,15,2,0
1473,NR_046466.1,15,2,0
1474,NR_046467.1,16,2,0
1475,NR_046469.1,15,2,0
1476,NR_046470.2,17,2,0
1477,NR_046471.1,15,2,0
1478,NR_046472.1,16,2,0
1479,NR_046473.1,81,12,0
1480,NR_002766.2,14,2,0
1481,NR_003530.2,17,2,0
1482,NR_003531.3,16,2,0
1483,NR_033358.1,15,2,0
1484,NR_033359.1,15,2,0
1485,NR_033360.1,15,2,0
1486,NR_046464.1,15,2,0
1487,NR_046465.2,15,2,0
1488,NR_046466.1,15,2,0
1489,NR_046467.1,16,2,0
1490,NR_046469.1,15,2,0
1491,NR_046470.2,17,2,0
1492,NR_046471.1,15,2,0
1493,NR_046472.1,16,2,0
1494,NR_046473.1,81,12,0
1495,NR_047664.1,14,2,0
1496,NR_038285.1,29,5,0
1497,NR_003491.3,7,1,0
1498,NR_003491.3,94,18,0
1499,NR_033319.2,100,18,0
1500,NR_033320.2,100,18,0
1501,NR_033321.2,101,18,0
1502,NR_003491.3,94,18,0
1503,NR_033319.2,100,18,0
1504,NR_033320.2,100,18,0
1505,NR_033321.2,101,18,0
1506,NR_003491.3,94,18,0
1507,NR_033319.2,100,18,0
1508,NR_033320.2,100,18,0
1509,NR_033321.2,101,18,0
1510,NR_003491.3,94,18,0
1511,NR_033319.2,100,18,0
1512,NR_033320.2,100,18,0
1513,NR_033321.2,101,18,0
1514,NR_120682.1,94,18,0
1515,NR_120683.1,100,18,0
1516,NR_120682.1,3,0,0
1517,NR_120683.1,3,0,0
1518,NR_024430.2,3,0,0
1519,NR_137175.1,3,0,0
1520,NR_046105.1,8,0,0
1521,NR_105059.1,16,0,0
1522,NR_028502.1,12,1,0
1523,NR_028503.1,10,1,0
1524,NR_028502.1,20,2,0
1525,NR_028503.1,15,1,0
1526,NR_028504.1,9,1,0
1527,NR_028505.1,9,1,0
1528,NR_028502.1,20,2,0
1529,NR_028503.1,15,1,0
1530,NR_028504.1,9,1,0
1531,NR_028505.1,9,1,0
1532,NR_028502.1,20,2,0
1533,NR_028503.1,15,1,0
1534,NR_028504.1,9,1,0
1535,NR_028505.1,9,1,0
1536,NR_028502.1,20,2,0
1537,NR_028503.1,15,1,0
1538,NR_028504.1,9,1,0
1539,NR_028505.1,9,1,0
1540,NR_027054.2,20,2,0
1541,NR_152877.1,15,1,0
1542,NR_152878.1,9,1,0
1543,NR_152879.1,9,1,0
1544,NR_015395.2,19,1,0
1545,NR_024373.2,13,0,0
1546,NR_136161.1,12,0,0
1547,NR_136162.1,18,1,0
1548,NR_024607.1,23,0,0
1549,NR_038835.1,6,0,0
1550,NR_036497.1,10,2,0
1551,NR_036497.1,18,0,0
1552,NR_110230.2,18,0,0
1553,NR_161162.1,2,2,2
1554,NR_027345.1,10,1,0
1555,NR_027346.1,5,2,0
1556,NR_028375.2,10,1,0
1557,NR_131012.1,6,0,0
1558,NR_131012.1,134,16,0
1559,NR_028272.1,33,8,0
1560,NR_131012.1,134,16,0
1561,NR_028272.1,33,8,0
1562,NR_131012.1,134,16,0
1563,NR_028272.1,33,8,0
1564,NR_131012.1,134,16,0
1565,NR_028272.1,33,8,0
1566,NR_131012.1,134,16,0
1567,NR_028272.1,33,8,0
1568,NR_131012.1,134,16,0
1569,NR_028272.1,33,8,0
1570,NR_131012.1,134,16,0
1571,NR_028272.1,33,8,0
1572,NR_131012.1,134,16,0
1573,NR_028272.1,33,8,0
1574,NR_131012.1,134,16,0
1575,NR_028272.1,33,8,0
1576,NR_131012.1,134,16,0
1577,NR_028272.1,33,8,0
1578,NR_131012.1,134,16,0
1579,NR_028272.1,33,8,0
1580,NR_131012.1,134,16,0
1581,NR_028272.1,33,8,0
1582,NR_131012.1,134,16,0
1583,NR_028272.1,33,8,0
1584,NR_131012.1,134,16,0
1585,NR_028272.1,33,8,0
1586,NR_131012.1,134,16,0
1587,NR_028272.1,33,8,0
1588,NR_131012.1,134,16,0
1589,NR_028272.1,33,8,0
1590,NR_131012.1,134,16,0
1591,NR_028272.1,33,8,0
1592,NR_131012.1,134,16,0
1593,NR_028272.1,33,8,0
1594,NR_131012.1,134,16,0
1595,NR_028272.1,33,8,0
1596,NR_131012.1,134,16,0
1597,NR_028272.1,33,8,0
1598,NR_131012.1,134,16,0
1599,NR_028272.1,33,8,0
1600,NR_131012.1,134,16,0
1601,NR_028272.1,33,8,0
1602,NR_131157.1,134,16,0
1603,NR_131157.1,26,2,0
1604,NR_073113.1,26,2,0
1605,NR_073113.1,15,0,0
1606,NR_027113.2,15,0,0
1607,NR_015378.3,8,0,0
1608,NR_026591.2,14,0,0
1609,NR_073453.1,6,1,0
1610,NR_073453.1,20,0,0
1611,NR_026757.2,5,0,0
1612,NR_152820.1,00601,00601,00601
1613,NR_026757.2,5,0,0
1614,NR_152820.1,00601,00601,00601
1615,NR_026757.2,19,1,0
1616,NR_024128.1,19,1,0
1617,NR_038337.2,30,0,0
1618,NR_038338.2,26,0,0
1619,NR_038339.2,6,0,0
1620,NR_109836.1,30,0,0
1621,NR_109836.1,30,0,0
1622,NR_109836.1,6,1,0
1623,NR_022008.1,11,2,0
1624,NR_024617.1,6,0,0
1625,NR_045262.2,6,0,0
1626,NR_045262.2,6,0,0
1627,NR_045262.2,11,0,0
1628,NR_045262.2,18,0,0
1629,NR_045262.2,14,0,0
1630,NR_045262.2,14,0,0
1631,NR_109832.1,14,0,0
1632,NR_126437.1,14,0,0
1633,NR_046325.1,14,0,0
1634,NR_046325.1,14,0,0
1635,NR_046325.1,7,0,0
1636,NR_028514.1,7,0,0
1637,NR_027064.3,3,1,0
1638,NR_038892.1,3,1,0
1639,NR_038893.1,2,1,0
1640,NR_051984.1,3,1,0
1641,NR_038848.1,10,0,0
1642,NR_040058.1,13,1,0
1643,NR_037791.1,13,1,0
1644,NR_037791.1,13,1,0
1645,NR_033932.1,13,1,0
1646,NR_026785.1,14,0,0
1647,NR_026785.1,41,4,0
1648,NR_003051.3,41,4,0
1649,NR_003051.3,14,3,0
1650,NR_038300.1,16,0,0
1651,NR_147196.1,16,0,0
1652,NR_104180.1,3,0,0
1653,NR_026812.1,3,0,0
1654,NR_026812.1,11,0,0
1655,NR_110000.1,6,0,0
1656,NR_110000.1,0,0,0
1657,NR_036485.1,9,1,0
1658,NR_036485.1,9,1,0
1659,NR_110702.1,14,1,0
1660,NR_109879.1,14,1,0
1661,NR_033967.1,11,2,0
1662,NR_024402.2,11,2,0
1663,NR_003098.2,4,0,0
1664,NR_003098.2,6,0,0
1665,NR_003098.2,7,0,0
1666,NR_003098.2,22,3,0
1667,NR_152575.1,10,0,0
1668,NR_003098.2,5,0,0
1669,NR_152575.1,9,0,0
1670,NR_152576.1,9,0,0
1671,NR_152577.1,4,0,0
1672,NR_152578.1,4,0,0
1673,NR_152579.1,4,0,0
1674,NR_152580.1,4,0,0
1675,NR_152581.1,4,0,0
1676,NR_152582.1,5,0,0
1677,NR_152583.1,3,0,0
1678,NR_152584.1,7,0,0
1679,NR_152585.1,7,0,0
1680,NR_003098.2,5,0,0
1681,NR_152575.1,9,0,0
1682,NR_152576.1,9,0,0
1683,NR_152577.1,4,0,0
1684,NR_152578.1,4,0,0
1685,NR_152579.1,4,0,0
1686,NR_152580.1,4,0,0
1687,NR_152581.1,4,0,0
1688,NR_152582.1,5,0,0
1689,NR_152583.1,3,0,0
1690,NR_152584.1,7,0,0
1691,NR_152585.1,7,0,0
1692,NR_003098.2,5,0,0
1693,NR_152575.1,9,0,0
1694,NR_152576.1,9,0,0
1695,NR_152577.1,4,0,0
1696,NR_152578.1,4,0,0
