LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,Total No. of PQS.1,G4Hunter Scores of PQS,Similarity between PQS from QGRS mapper vs PQS from G4 hunter,Total No. of PQS.2,G4Hunter Scores of PQS.1,Similarity between PQS from QGRS mapper vs PQS from G4 hunter.1
DINO,gastric cancer,qPCR,down-regulated,30775800.0,Also Known As: DINOL,1,NR_144384.1,8,8,0,0,VALIDATED,3 (C-rich),"[-0.891, -0.882, -0.933 (C-rich)] 
","No similarity to PQS (2G) from QGRS mapper.
",0,0,No PQS found in G4 Hunter
DKFZP434K028,gastric cancer,"Microarray, qPCR etc.",down-regulated,26237576.0,Also Known As: DKFZP434K028,1,NR_026882.1,10,8,2,0,PREDICTED,"7 (2 - 2G, 2 - 3G, 2 - C-rich)
","[0.891, 0.915, 0.872 (3G), 0.846 0.958 (2G), -0.869, -0.894 (C-rich)]
","PQS 1 (3G) of QGRS mapper and the PQS 1 (3G) of G4 hunter have similar G tracts.

PQS 1 (3G) of QGRS mapper and the PQS 2 (3G) of G4 hunter have similar G tracts.

By looking at PQS 1 and 2 (3G) in G4 hunter, it appears that at a time only 1 GQ can be formed as all PQS have a few common G-tracts due to overlap amongst all of these PQS. 

PQS 8 (3G) of QGRS mapper and the PQS 6 (3G) of G4 hunter have similar G tracts.",0,0,No PQS found in G4 Hunter
DLEU1,gastric cancer,"qPCR, Western blot, RIP",up-regulated,29282356.0,"Also Known As: BCMS; DLB1; LEU1; LEU2; XTP6; BCMS1; DLEU2; LINC00021; NCRNA00021

Some (not checked for PQS) DLEU1-AS1 ""lncRNA"" ncRNA (NR_125753.1) was also there in result.",3,"NR_109973.1, NR_002605.2, NR_109974.1","10,9,8","10,9,8","0,0,0","0,0,0",VALIDATED,"2 (1 - 2G, 1 - C-rich);

2 (1 - 2G, 1 - C-rich);

2 (2G)","[0.774 (2G), -0.804 (C-rich)];

[0.774 (2G), -0.804 (C-rich)]; 

[0.744, 1 (2G)] ",No similarity to PQS (2G) from QGRS mapper.,"0;

0","0;

0",No PQS found in G4 Hunter
DLEU2,gastric cancer,"qPCR, Western blot, in vitro knockdown",up-regulated,29912172.0,"Also Known As: ALT1; DLB2; LEU2; RFP2; 
BCMSUN; RFP2OS; MIR15AHG; TRIM13OS; 
LINC00022; NCRNA00022

DLEU2 is another name for DLEU1 but not the other way around.",7,"NR_152566.1, NR_152567.1,
NR_152568.1, NR_152569.1,
NR_152571.1, NR_152570.1,
NR_152572.1

","20,2,2,2,8,2,8","18,2,2,2,8,2,8","1,0,0,0,0,0,0","1,0,0,0,0,0,0",REVIEWED,"2 (1 - 2G, 1 - C-rich);

2 (1 - 2G, 1 - C-rich);

2 (2G)","[0.774 (2G), -0.804 (C-rich)];

[0.774 (2G), -0.804 (C-rich)]; 

[0.744, 1 (2G)] ",No similarity to PQS (2G) from QGRS mapper.,"0;

0","0;

0",No PQS found in G4 Hunter
DLEU2,gastric cancer,"qPCR, etc.",up-regulated,29912172.0,"Also Known As: ALT1; DLB2; LEU2; RFP2; 
BCMSUN; RFP2OS; MIR15AHG; TRIM13OS; 
LINC00022; NCRNA00022

DLEU2 is another name for DLEU1 but not the other way around.",7,"NR_152566.1, NR_152567.1,
NR_152568.1, NR_152569.1,
NR_152571.1, NR_152570.1,
NR_152572.1

","20,2,2,2,8,2,8","18,2,2,2,8,2,8","1,0,0,0,0,0,0","1,0,0,0,0,0,0",REVIEWED,"2 (1 - 2G, 1 - C-rich);

2 (1 - 2G, 1 - C-rich);

2 (2G)","[0.774 (2G), -0.804 (C-rich)];

[0.774 (2G), -0.804 (C-rich)]; 

[0.744, 1 (2G)] ",No similarity to PQS (2G) from QGRS mapper.,"0;

0","0;

0",No PQS found in G4 Hunter
DLX6-AS1,gastric cancer,"qPCR, Western blot, Luciferase reporter assay, RIP etc.",up-regulated,32239379.0,Also Known As: Evf-2; DLX6AS; DLX6-AS; NCRNA00212,1,NR_015448.1,9,9,0,0,VALIDATED,1 (2G),0.854 (2G),No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
DLX6-AS1,gastric cancer,"qRT-PCR , Western blot , RIP , in vitro knockdown etc.",up-regulated,31591939.0,Also Known As: Evf-2; DLX6AS; DLX6-AS; NCRNA00212,1,NR_015448.1,9,9,0,0,VALIDATED,1 (2G),0.854 (2G),No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
DLX6-AS1,gastric cancer,"qRT-PCR, Western blotting, in vitro knockdown etc.",up-regulated,31105791.0,Also Known As: Evf-2; DLX6AS; DLX6-AS; NCRNA00212,1,NR_015448.1,9,9,0,0,VALIDATED,1 (2G),0.854 (2G),No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
DLX6-AS1,gastric cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.",up-regulated,31463827.0,Also Known As: Evf-2; DLX6AS; DLX6-AS; NCRNA00212,1,NR_015448.1,9,9,0,0,VALIDATED,1 (2G),0.854 (2G),No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
DNM3OS,gastric cancer,"qPCR, Western blot",up-regulated,30770102.0,Also Known As: DNM3-AS1; MIR199A2HG,2,"NR_038397.2, NR_103486.1","22, 10","20, 10","2, 0","0, 0",VALIDATED,"5 (3 - 2G, 1 - 3G, 1 - C-rich);

3 (2G)","[0.741 (3G), 0.911, 0.642, 0.857 (2G), -0.762 (C-rich)];

[0.911, 0.642, 0.857 (2G)]","

In variant 1, PQS 8 (3G) of QGRS mapper and the PQS 1 (3G) of G4 hunter have similar G tracts.

PQS 1 (3G) from G4 hunter has a left frame-shift as compared to PQS 8 (3G) from QGRS mapper.","1 (2G);

0","[1.25 (2G)];

0","No similarity to 
any PQS (2G) 
from QGRS mapper"
DRAIC,gastric cancer,"qPCR, Western blot, RIP etc.",down-regulated,32351584.0,,1,NR_026979.1,10,10,0,0,VALIDATED,3 (C-rich),"[-0.796, -0.873, -0.907 (C-rich)]
","No similarity to PQS (2G) from QGRS mapper.
",0,0,No PQS found in G4 Hunter
DUXAP8,gastric cancer,"qPCR, RNAi, Western blot, Cell proliferation assay etc.",up-regulated,27507049.0,,1,NR_122113.1,,,,,VALIDATED,,,,,,
DUXAP8,gastric cancer,"qPCR, Western blot, RIP etc.",up-regulated,28881724.0,,1,NR_122113.1,,,,,VALIDATED,,,,,,
EGFLAM-AS1,gastric cancer,"qPCR, RNAi, Western blot etc.",down-regulated,26537802.0,,1,NR_046737.1,2,2,0,0,VALIDATED,0,0,No PQS found in G4 Hunter,0,0,No PQS found in G4 Hunter
EGFR-AS1,gastric cancer,"qPCR, Western blot",up-regulated,30138934.0,,1,NR_047551.1,23,19,4,0,VALIDATED,"12 (10 - 2G, 2 - C-rich)
","[0.891, 0.705, 0.957, 0.913, 0.933, 0.941, 0.936, 0.875, 1.041, 0.9 (2G), -0.906, -0.766 (C-rich)]
","PQS 1 (3G) of QGRS Mapper is similar to PQS 1 (3G) of G4 Hunter. The G-tracts of both PQS are the same with a right frame shift in G4 hunter.
Similarly, PQS 3 (3G) of QGRS  Mapper is similar to PQS 2 (3G) of G4 Hunter. The G tracts of both PQS are the same with a left frame shift in G4 hunter.
Similarly, PQS 3 (3G) of QGRS  Mapper is similar to PQS 3 (3G) of G4 Hunter. The G tracts of both PQS are the exactly the same with no frame shift.
By looking at all the PQS, it is visible that there is a slight overlap between PQS 2 and 3 and PQS 5 and 6 (3G) and can be considered as two PQS.
",0,0,No PQS found in G4 Hunter
EGOT,gastric cancer,"qPCR, Western blot",up-regulated,29209988.0,Also Known As: EGO; NCRNA00190,1,NR_004428.1,10,9,1,0,VALIDATED,"6 (4 - 2G, 2 - C-rich)
","[-0.911, -0.941 (C-rich), 0.891, 0.816, 0.894, 0.907 (2G)]
","No similarity to PQS (2G) from QGRS mapper.
",0,0,No PQS found in G4 Hunter
FAL1,gastric cancer,"qPCR, Western blot, etc.",up-regulated,30556865.0,Also Known As: FALEC; FAL1; ncRNA-a1; LINC00568,1,NR_051960.1,8,8,0,0,VALIDATED,"3 (2 - 2G, 1 - C-rich)
","[0.88, 0.851 (2G), -0.921 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
FALEC,gastric cancer,"qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.",up-regulated,30984243.0,Also Known As: FAL1; ncRNA-a1; LINC00568,1,NR_051960.1,8,8,0,0,VALIDATED,"3 (2 - 2G, 1 - C-rich)
","[0.88, 0.851 (2G), -0.921 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
FALEC,gastric cancer,"qPCR, RNAi etc.",down-regulated,29719612.0,Also Known As: FAL1; ncRNA-a1; LINC00568,1,NR_051960.1,8,8,0,0,VALIDATED,"3 (2 - 2G, 1 - C-rich)
","[0.88, 0.851 (2G), -0.921 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
FENDRR,gastric cancer,"qPCR, Western blot etc.",down-regulated,25167886.0,"Also Known As: FOXF1AS1; FOXF1-AS1; lincFOXF1; TCONS_00024240; onco-lncRNA-21

Some (older) FENDRR transcript variant 3 lncRNA ""lncRNA"" ncRNA (complete sequence-MK522493.1) was also there in result.","2 (FENDRR_Variant 1 and 2)
+
1 [FENDRR_Variant 3 (older)]
=3","FENDRR_variant 1 and 2 (NR_033925.1, NR_036444.1)
+
FENDRR_variant 3 (older) MK522493.1","14, 24 (FENDRR_Variant 1 and 2)
+
26 [FENDRR_Variant 3 (older)]","14, 23 (FENDRR_Variant 1 and 2)
+
25 [FENDRR_Variant 3 (older)]","0, 1 (FENDRR_Variant 1 and 2)
+
1 [FENDRR_Variant 3 (older)]","0, 0 (FENDRR_Variant 1 and 2)
+
0 [FENDRR_Variant 3 (older)]","REVIEWED (Variant 1 and 2)
","3 (1 - 2G, 2 - C-rich);

4 (2 - 2G, 1 - 3G, 1 - C-rich);

8 (2 - 2G, 1 - 3G, 5 - C-rich)","[0.803 (2G), -0.982, -0.867 (C-rich)];

[0.803, 0.86 (2G), 0.859 (3G), -0.909 (C-rich)]

[0.803, 0.86 (2G), 0.859 (3G), -0.8, -0.911, -0.88, -0.896, -0.909 (C-rich)]",No similarty to any PQS (2G) from QGRS Mapper,0,0,No PQS found in G4 Hunter
FER1L4,gastric cancer,"Microarray, qPCR etc.",down-regulated,24961353.0,"Homo sapiens fer-1 like family member 4 (pseudogene) (FER1L4), non-coding RNA

Also Known As: C20orf124

transcribed RNA-misc_RNA (mentioned as lncRNA in title of papers; PubMed - 31473323 and 31115514)

Gene type - pseudo",1,NR_119376.1,85,83,2,0,VALIDATED,"20 (10 - 2G, 10 - C-rich)
","[0.947, 0.741, 0.911, 0.885, 0.833, 0.854, 0.763, 0.933, 0.911, 0.75 (2G), -0.774, -1.022, -0.911, -0.894, -0.872, -0.774, -0.902, -0.843, -0.796, -0.82 (C-rich)]","No similarity to any PQS (2G) from QGRS Mapper
",0,0,No PQS found in G4 Hunter
FER1L4,gastric cancer,"qPCR, RNAi, Western blot etc.",down-regulated,26306906.0,"Homo sapiens fer-1 like family member 4 (pseudogene) (FER1L4), non-coding RNA

Also Known As: C20orf124

transcribed RNA-misc_RNA (mentioned as lncRNA in title of papers; PubMed - 31473323 and 31115514)

Gene type - pseudo",1,NR_119376.1,85,83,2,0,VALIDATED,"20 (10 - 2G, 10 - C-rich)
","[0.947, 0.741, 0.911, 0.885, 0.833, 0.854, 0.763, 0.933, 0.911, 0.75 (2G), -0.774, -1.022, -0.911, -0.894, -0.872, -0.774, -0.902, -0.843, -0.796, -0.82 (C-rich)]","No similarity to any PQS (2G) from QGRS Mapper
",0,0,No PQS found in G4 Hunter
FER1L4,gastric cancer,"Microarray, qPCR, RNAi etc.",differential expression,25124853.0,"Homo sapiens fer-1 like family member 4 (pseudogene) (FER1L4), non-coding RNA

Also Known As: C20orf124

transcribed RNA-misc_RNA (mentioned as lncRNA in title of papers; PubMed - 31473323 and 31115514)

Gene type - pseudo",1,NR_119376.1,85,83,2,0,VALIDATED,"20 (10 - 2G, 10 - C-rich)
","[0.947, 0.741, 0.911, 0.885, 0.833, 0.854, 0.763, 0.933, 0.911, 0.75 (2G), -0.774, -1.022, -0.911, -0.894, -0.872, -0.774, -0.902, -0.843, -0.796, -0.82 (C-rich)]","No similarity to any PQS (2G) from QGRS Mapper
",0,0,No PQS found in G4 Hunter
FEZF1-AS1,gastric cancer,qPCR etc.,up-regulated,31785996.0,,1,NR_036484.1,22,21,1,0,VALIDATED,"11 (6 - 2G, 5 - C-rich)","[0.911, 0.933, 0.898, 1.021, 0.894 (2G), 0.875 -0.755, -0.891, -0.789, -0.913, -1 (C-rich)]",No similarity to any PQS (2G)  from QGRS Mapper,0,0,No PQS found in G4 Hunter
FEZF1-AS1,gastric cancer,"qPCR, Western blot, RNAi",up-regulated,29239821.0,,1,NR_036484.1,22,21,1,0,VALIDATED,"11 (6 - 2G, 5 - C-rich)","[0.911, 0.933, 0.898, 1.021, 0.894 (2G), 0.875 -0.755, -0.891, -0.789, -0.913, -1 (C-rich)]",No similarity to any PQS (2G)  from QGRS Mapper,0,0,No PQS found in G4 Hunter
FEZF1-AS1,gastric cancer,"qPCR, RNAi, Western blot, RIP, ChIP, MTT assay etc.",up-regulated,28209170.0,,1,NR_036484.1,22,21,1,0,VALIDATED,"11 (6 - 2G, 5 - C-rich)","[0.911, 0.933, 0.898, 1.021, 0.894 (2G), 0.875 -0.755, -0.891, -0.789, -0.913, -1 (C-rich)]",No similarity to any PQS (2G)  from QGRS Mapper,0,0,No PQS found in G4 Hunter
FLVCR1-AS1,gastric cancer,"qPCR, Luciferase reporter assay, Western blot",up-regulated,30899380.0,Also Known As: FLVCR1-DT; LQK1; FLVCR1-AS1; NCRNA00292,2 (FLVCR1-DT),"FLVCR1-DT (NR_027285.1, NR_027286.1)","8, 5 (FLVCR1-DT)","7, 4 (FLVCR1-DT)","1, 1 (FLVCR1-DT)","0, 0 (FLVCR1-DT)",VALIDATED (FLVCR1-DT),"2 (1 - 2G, 1 - 3G);

2 (1 - 2G, 1 - 3G)","[0.796 (2G), 0.978 (3G)];

[0.796 (2G), 0.978 (3G)]",No similarity to any PQS (2G) from QGRS Mapper.,0,0,No PQS found in G4 Hunter
FOXCUT,gastric adenocarcinoma,qPCR,up-regulated,31364114.0,Also Known As: LINC01379; TCONS_00011636,1,NR_125804.1,15,13,2,0,VALIDATED,"22 (3 - 2G, 3 - 3G, 16 - C-rich)","[0.833, 0.891, 0.911 (2G), 0.911, 0.766, 0.607 (3G), -0.652, -0.98, -0.936, -0.878, -0.87, -0.911, -0.983, -0.891, -0.745, -0.8, -0.92, -0.771, -1.073, -0.935, -0.84, -0.891 (C-rich)]","PQS 14 (3G) of QGRS mapper and PQS 21 (3G) of G4 hunter have the same G tracts.

PQS 14 (3G) of QGRS mapper and PQS 22 (3G) of G4 hunter have the same G tracts.

PQS 22 (3G) from G4 hunter has a left frame-shift as compared to PQS 14 (3G) from QGRS mapper.

By looking at PQS 21 and 22 (3G) from G4 hunter, it appears that at a time only 1 PQS can be formed and have few common G-tracts due to overlap amongst them.",0,0,No PQS found in G4 Hunter
FOXD2-AS1,gastric cancer,"qPCR, Western blot, in vitro knockdown, RIP",up-regulated,29789713.0,,1,NR_026878.1,24,21,3,0,VALIDATED,"10 (3 - 2G, 3 - 3G, 4 - C-rich)","[0.891, 0.933, 0.833 (2G), 0.797, 0.98, 0.833 (3G), -0.639, -0.767, -0.907, -0.891 (C-rich)]","PQS 1 (3G) of QGRS Mapper is similar to PQS 3 (3G) of G4 hunter with a few additional nucleotides surrounding the G4 sequence.
 
Similarly, PQS 2 (3G) of QGRS Mapper is similar to PQS 5 (3G) of G4 hunter with a few additional nucleotides surrounding the G4 sequence. 
There is a slight overlap in PQS 5 and 6 (3G) of G4 hunter.",2 (C-rich),"[-1.264, -0.94 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper
FOXD2-AS1,gastric cancer,qPCR,up-regulated,31308753.0,,1,NR_026878.1,24,21,3,0,VALIDATED,"10 (3 - 2G, 3 - 3G, 4 - C-rich)","[0.891, 0.933, 0.833 (2G), 0.797, 0.98, 0.833 (3G), -0.639, -0.767, -0.907, -0.891 (C-rich)]","PQS 1 (3G) of QGRS Mapper is similar to PQS 3 (3G) of G4 hunter with a few additional nucleotides surrounding the G4 sequence.
 
Similarly, PQS 2 (3G) of QGRS Mapper is similar to PQS 5 (3G) of G4 hunter with a few additional nucleotides surrounding the G4 sequence. 
There is a slight overlap in PQS 5 and 6 (3G) of G4 hunter.",2 (C-rich),"[-1.264, -0.94 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper
FOXD2-AS1,gastric cancer,"qPCR, Western blot etc.",up-regulated,29789713.0,,1,NR_026878.1,24,21,3,0,VALIDATED,"10 (3 - 2G, 3 - 3G, 4 - C-rich)","[0.891, 0.933, 0.833 (2G), 0.797, 0.98, 0.833 (3G), -0.639, -0.767, -0.907, -0.891 (C-rich)]","PQS 1 (3G) of QGRS Mapper is similar to PQS 3 (3G) of G4 hunter with a few additional nucleotides surrounding the G4 sequence.
 
Similarly, PQS 2 (3G) of QGRS Mapper is similar to PQS 5 (3G) of G4 hunter with a few additional nucleotides surrounding the G4 sequence. 
There is a slight overlap in PQS 5 and 6 (3G) of G4 hunter.",2 (C-rich),"[-1.264, -0.94 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper
FOXP4-AS1,gastric cancer,qPCR etc,up-regulated,32194743.0,,3,"NR_126415.1, NR_126416.1, NR_126417.1","2,2,1","2,2,1","0, 0, 0","0, 0, 0",VALIDATED,"2 (C-rich); 

0;

0","[-0.911, -0.959 (C-rich)];

0;

0",No similarity to any PQS (2G) from QGRS mapper,"0;

0;

0","0;

0;

0",No PQS found in G4 Hunter
FOXP4-AS1,gastric cancer,"qPCR, Western blot, RIP",up-regulated,31646567.0,,3,"NR_126415.1, NR_126416.1, NR_126417.1","2,2,1","2,2,1","0, 0, 0","0, 0, 0",VALIDATED,"2 (C-rich); 

0;

0","[-0.911, -0.959 (C-rich)];

0;

0",No similarity to any PQS (2G) from QGRS mapper,"0;

0;

0","0;

0;

0",No PQS found in G4 Hunter
FTX,gastric cancer,"qRT-PCR, Western blot, RIP",up-regulated,32021248.0,Also Known As: LINC00182; MIR374AHG; NCRNA00182,1,NR_028379.1,8,8,0,0,REVIEWED,0,0,No PQS found in G4 Hunter,0,0,No PQS found in G4 Hunter
FTX,gastric cancer,"qPCR, Western blot etc",up-regulated,32271421.0,Also Known As: LINC00182; MIR374AHG; NCRNA00182,1,NR_028379.1,8,8,0,0,REVIEWED,0,0,No PQS found in G4 Hunter,0,0,No PQS found in G4 Hunter
GACAT1,gastric cancer,"qPCR, Luciferase reporter assay, Western blot, other",up-regulated,30405842.0,Also Known As: LINC00876,2,"NR_126369.1, NR_126370.1","2,1","2,1","0,0","0,0",VALIDATED,0,0,No PQS found in G4 Hunter,0,0,No PQS found in G4 Hunter
GACAT2,gastric cancer,qPCR etc.,up-regulated,28105191.0,Also Known As: MTCL1AS1; MTCL1-AS1,2,"NR_120598.1, NR_126559.1","7,6","7,6","0,0","0,0",VALIDATED,"2 (C-rich);

1 (C-rich)","[-0.774, -0.891 (C-rich)];

[-0.758 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper.,0,0,No PQS found in G4 Hunter
GACAT3,gastric cancer,"qPCR, Western blot, Dual luciferase assay",up-regulated,30098426.0,Also Known As: LINC01458; lncRNA-AC130710,1,NR_126559.1,6,6,0,0,VALIDATED,1 (C-rich),[-0.758 (C-rich)],No similarity to any PQS (2G) from QGRS mapper.,0,0,No PQS found in G4 Hunter
GACAT3,gastric cancer,"qPCR, Western blot, Luciferase reporter assay, RNAi, other",up-regulated,30317610.0,Also Known As: LINC01458; lncRNA-AC130710,1,NR_126559.1,6,6,0,0,VALIDATED,1 (C-rich),[-0.758 (C-rich)],No similarity to any PQS (2G) from QGRS mapper.,0,0,No PQS found in G4 Hunter
GACAT3,gastric cancer,"qPCR, Luciferase reporter assay, Western blot",up-regulated,29091858.0,Also Known As: LINC01458; lncRNA-AC130710,1,NR_126559.1,6,6,0,0,VALIDATED,1 (C-rich),[-0.758 (C-rich)],No similarity to any PQS (2G) from QGRS mapper.,0,0,No PQS found in G4 Hunter
GACAT3,gastric cancer,"qPCR, RNAi, Western blot, Dual luciferase reporter assay, Flow cytometry assay etc.",up-regulated,27644247.0,Also Known As: LINC01458; lncRNA-AC130710,1,NR_126559.1,6,6,0,0,VALIDATED,1 (C-rich),[-0.758 (C-rich)],No similarity to any PQS (2G) from QGRS mapper.,0,0,No PQS found in G4 Hunter
GAPLINC,gastric cancer,"qPCR, Western blot, Luciferase reporter assay",up-regulated,29785127.0,Also Known As: LINC01540,2,"NR_110429.1, NR_110428.1","3, 3","3, 3","0, 0","0, 0",VALIDATED,0,0,No PQS found in G4 Hunter,0,0,No PQS found in G4 Hunter
GAPLINC,gastric cancer,"Microarray, ISH etc.",up-regulated,25277524.0,Also Known As: LINC01540,2,"NR_110429.1, NR_110428.1","3, 3","3, 3","0, 0","0, 0",VALIDATED,0,0,No PQS found in G4 Hunter,0,0,No PQS found in G4 Hunter
GAPLINC,gastric cancer,"qPCR, RNAi, Western blot, RIP, ChIP, Luciferase reporter assay etc.",up-regulated,27729869.0,Also Known As: LINC01540,2,"NR_110429.1, NR_110428.1","3, 3","3, 3","0, 0","0, 0",VALIDATED,0,0,No PQS found in G4 Hunter,0,0,No PQS found in G4 Hunter
GAPLINC,gastric cancer,"qPCR, Western blot etc.",up-regulated,29785127.0,Also Known As: LINC01540,2,"NR_110429.1, NR_110428.1","3, 3","3, 3","0, 0","0, 0",VALIDATED,0,0,No PQS found in G4 Hunter,0,0,No PQS found in G4 Hunter
GAS5,gastric cancer,"qPCR, Luciferase reporter assay",down-regulated,31530437.0,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,0,0,No PQS found in G4 Hunter,0,0,No PQS found in G4 Hunter
GAS5,gastric cancer,"qRT-PCR, Western blotting, Dual Luciferase Report",down-regulated,31910411.0,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,0,0,No PQS found in G4 Hunter,0,0,No PQS found in G4 Hunter
GAS5,gastric cancer,"qRT-PCR , Luciferase reporter assay , Western blot etc.",down-regulated,31182630.0,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,0,0,No PQS found in G4 Hunter,0,0,No PQS found in G4 Hunter
GAS5,gastric cancer,"qPCR, other",,30269656.0,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,0,0,No PQS found in G4 Hunter,0,0,No PQS found in G4 Hunter
GAS5,gastric cancer,"qPCR, Western blot, Luciferase reporter assay etc.",down-regulated,27827524.0,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,0,0,No PQS found in G4 Hunter,0,0,No PQS found in G4 Hunter
GAS5,gastric cancer,qPCR etc.,differential expression,29557411.0,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,0,0,No PQS found in G4 Hunter,0,0,No PQS found in G4 Hunter
